Date,18,24,43,46,64,77,45,68,00,70
2020-02-01,19305.33458,11716.27789,293.87442,40132.90524,16677.22892,4071.14754,985.68037,37000.0,,
2020-03-01,7045.87947,11726.20696,292.1949,52244.12266,10813.20839,4066.55738,728.8644,37000.0,,
2020-04-01,7053.92941,11746.02563,290.78722,52455.46147,10036.46482,3868.04918,661.34033,35000.0,,
2020-05-01,7054.91559,11824.96467,298.29944,52513.17486,10576.70589,3865.40984,595.57246,35000.0,,
2020-06-01,7061.28618,11974.28749,295.59526,52486.57952,14817.69342,3867.59016,530.69639,16940.0,,
2020-07-01,7061.60404,12132.95598,300.88984,54655.27102,16276.34485,3865.40984,4.85771,,,
2020-08-01,7065.62443,12289.2417,298.62107,56878.57199,15864.6285,3867.59016,,,,
2020-09-01,7068.68409,12446.56679,292.25667,52444.27949,16404.68149,3867.59016,,,,
2020-10-01,7070.18339,12608.22095,281.56268,54881.65604,17443.35381,3234.47459,,,,
2020-11-01,7075.19324,12519.05759,293.00139,54207.1773,16149.72005,2589.5164,,,,
2020-12-01,7076.25376,12507.24427,279.56842,37514.51175,16148.14388,2583.72131,,,,
2021-02-01,,10615.91639,293.14079,53888.75196,16060.38192,1302.82959,,,,
2021-03-01,,10407.67602,293.08637,55263.69,15580.33982,661.19616,,,,
2021-04-01,,10449.26442,293.77291,82949.91674,18543.30232,,,,,
2021-05-01,,10552.35059,293.32071,85236.95998,14258.33365,,,,,
2021-06-01,,10498.30057,294.159,72042.61503,12872.25774,,,,,
2021-07-01,,10562.64685,294.21558,72258.10593,17692.82796,,,,4619.971,
2021-08-01,,10636.346,294.37538,66277.99259,16936.76824,,,,4570.739,
2021-09-01,,10511.06484,294.42641,56322.73916,18125.39267,,,,4566.217,
2021-10-01,,8510.9986,264.63974,56212.91386,18678.22024,,,,4517.92,
2021-11-01,,8522.04957,,24290.89962,16702.14396,,,,4475.505,
2021-12-01,,7027.83373,,26226.29151,49973.80415,,,,4619.563,
2022-01-01,,7036.22571,,25254.12012,50046.01526,,,,4637.294,
2022-02-01,,7114.33762,,35784.59908,49402.63686,,,,4893.263,
2022-03-01,,7179.61446,,39640.85077,66946.83386,,,,6436.078,
2022-06-01,,7485.50116,,24514.05808,65347.11305,,,,6436.078,
2022-07-01,,7602.29764,,24483.99162,65544.67576,,,,6436.078,
2022-08-01,,7721.72783,,24527.50449,64137.82389,,,,8045.092,
2022-09-01,,7839.97981,,24492.13174,61201.93125,,,,8045.092,
2022-10-01,,7453.24977,,24407.91961,60729.68593,,,,8045.092,
2022-11-01,,6782.49069,,24477.93089,59729.74788,,,4539.69863,8045.092,
2022-12-01,,6888.0007,,24126.12443,58310.84178,,,,8045.092,
2023-01-01,,6996.0685,,24139.26485,61525.13735,,,,8045.092,
2023-02-01,,6944.81763,,24153.339,62241.76177,,,,8045.092,
2023-03-01,,7040.78619,,24246.44851,62860.02942,,,,8045.092,
2023-04-01,,7146.06641,,24124.16031,66429.21584,,,,8109.01647,
2023-05-01,,7247.02557,,23988.3621,70919.94463,,,,8109.01647,
2023-06-01,,7350.35999,,23857.81249,69039.71887,,,,8109.01647,
2023-07-01,,7137.42185,,23883.44727,69199.61479,,,,8139.95095,
2023-08-01,,7206.4646,,23844.35496,13155.3465,,,,8139.95095,55826.38283
2023-09-01,,7263.04277,,23882.79057,66934.3609,,,,8139.95095,
2023-10-01,,7313.48438,,23844.33855,67774.07606,,,,28284.56438,
2023-11-01,,7361.00548,,23784.22646,70154.55066,,,,28127.78285,
2023-12-01,,7402.51142,,23788.81062,67034.90339,,,,8128.61608,
2024-01-01,,7432.54506,,23603.89921,72072.80303,,,,8522.75223,
2024-02-01,,7432.54506,,23588.79539,72396.63987,,,,8498.56333,
2024-03-01,,7432.54506,,23239.17277,75681.14087,,,,8573.30659,
2024-04-01,,,,23176.23049,19941.7515,,,,8875.61339,55826.38283
2024-05-01,,,,23251.76985,15580.26181,,,,8976.85784,55826.38283
2024-06-01,,,,23267.58537,12874.99317,,,,17267.40393,55826.38283
