,raiffeisen,fuib,ukrsibbank,universal,agricole,otp,citibank,pivdenny,kredobank,procredit,tascombank,ing,a - bank
2020-01,89999648.10434,64726408.54092,56499217.0449,20751681.99397,40391678.25660001,50636047.78637,32702087.420289997,28936676.46491,19500274.16212,24556079.920140002,19800474.607509997,2832582.08087,8779968.31421
2020-02,92275102.37746,66130007.116110004,57139544.518989995,22015505.598190002,42273586.48001,53004917.63356001,33449865.269460004,28511949.81811,19570813.134379998,24846672.56617,19592936.366510004,3077044.9000100004,8947650.15371
2020-03,98662062.16262999,68489365.68944001,61851226.8108,23330681.344750002,45247765.36816,54215401.43382,31728819.181929998,28878805.36364,20992289.450060003,26215528.13922,20787506.56705,3039397.9695099997,8648673.338860001
2020-04,97134964.84278,68044261.31123,61203478.16245,24090396.33083,44310008.35676,51414315.18471,24066261.105860002,27498320.04441,19980153.738,25646227.899279997,20631237.86721,3219120.69959,8477947.462129999
2020-05,100896306.84986998,67569016.42859,62158454.769090004,24918566.63765,44032465.00717,52280904.50405001,25441357.04177,27644833.81138,20698069.98952,25854827.754869998,20674726.499819998,3375138.5976499994,8678346.041860001
2020-06,102345213.57938,68349914.78168999,65401554.86207999,25197060.289120004,44540175.13486,54070272.945930004,29162548.243109997,29836894.331710003,21723818.41174,25868107.487510003,21231506.072780002,3406657.8959000004,8964535.233860001
2020-07,104172421.63068001,73989701.69475,68630637.18428,27230897.89369,47123095.14486,57052048.49401,30674938.75298,31293968.545420002,22483629.919079997,27374984.045479998,21557883.380730003,3406597.10748,9264703.75843
2020-08,105208008.88538,75446879.52658999,67146116.37268,28049007.197070003,47685495.240329996,59097352.37013,31123845.358749997,32113890.090480004,22968359.24392,27274046.732499998,22579258.45439,3570492.26821,9527431.650870001
2020-09,109230189.84536,80499496.28237,69464839.65865,28890951.94539,49521871.28898,60731538.26252,31160733.30547,32325196.94719,23966824.488159996,26981699.885319997,23222848.61612,3377233.85833,9959092.45229
2020-10,108513065.83106999,81833589.60858001,70480531.71271,31167856.83122,50919269.38648,59959433.68639,28498101.00243,31100974.2079,24423756.41994,27106214.99846,24499776.009150002,3313199.1628600005,10284910.74064
2020-11,105237271.56215999,82042288.75735,73267193.00003001,32315635.42008,52794275.768029995,60404989.34009001,30569087.295500003,31805285.65555,24853361.2194,27291320.66343,24641884.33272,3501572.65872,10606792.82652
2020-12,113628316.55458,80871343.97868,74638058.62934,36926291.936230004,52053778.914230004,62824339.49791999,28005375.252110004,37387364.84562001,26173800.29881,27796241.135619998,24715245.6761,3586646.6775999996,10878823.26309
2021-01,117493463.52263002,85590789.53295,72449199.56216998,38706364.48624001,52865379.897659995,62464891.81391,28124975.430619996,36518658.58009,26806056.615310002,27328901.75722,24722774.27217,3614392.7209900003,11357024.92577
2021-02,118335544.58731,85516056.74177001,70322063.00324,40200252.46759,52668520.6349,65064002.08460999,28465164.44481,34953599.33858,26187788.8692,27413426.791539997,25476190.137420002,3473880.3343299995,11483969.205759998
2021-03,113723223.41348,90170349.2985,69113888.36397,41579450.38106,51977968.80525,65579281.603819996,27690298.23664,35216764.86838,27206932.60999,27599794.416620005,25888143.03168,3814112.9843599997,11346905.572379999
2021-04,118823653.78353,96472611.05917999,70503708.99846001,42710515.91071,49864845.4996,64294080.34683,27917425.198650002,35967673.7134,26823915.352610003,27449644.87634,26165774.85362,4101872.80568,11627638.96115
2021-05,118997949.43862998,92738036.58823,71950968.88232,42959632.13721,52724341.56695999,65853593.73888001,26349122.98719,36963174.451129995,27353058.98268,28480736.03041,25389831.026970003,4078688.44347,11990081.919329999
2021-06,122471901.10124,95833419.12877001,72622090.40439,44734355.72384999,51766148.76332,63899718.11,26976931.151329998,38011846.93556,28253806.110079996,28611531.48646,25226368.451419998,4101547.4463600004,12381111.752460001
2021-07,124630547.40933,109270544.52309,72459429.65937,47636326.61043999,53695670.28888,64642448.96609,29317967.87996,37285643.68277,28326672.50912,29533950.54753,25638247.022430003,4011468.72988,13195177.271399999
2021-08,124664080.24136001,99906500.37433,72836032.86136,49029391.87308,53317702.84054,65765118.033010006,34493996.36709,38605471.16998,30022768.191039998,29284065.77141,25458135.84129,4174864.2123999996,13731311.40337
2021-09,125025499.01558,111767609.60111001,77558555.49386,50870195.81734,57581017.1447,68058282.79502,34381156.69081,40722966.046339996,30467897.494919997,30007710.63584,26187898.51986,4059483.18522,14840883.50926
2021-10,132363039.94672,110279499.53319,74930073.44074,52780579.88115,59177345.78823,68025786.37357001,37036565.84464,39249426.884500004,30857570.45267,30462186.329310004,27549327.83467,4137866.84571,15381037.546079999
2021-11,129066325.50384,109845289.135,77000463.48635,54024197.06444,60276791.475379996,71265575.17475,38938085.368810005,43360507.52678,31240157.85062,31002069.843539998,27942726.839539997,4106946.22434,15442960.06738
2021-12,133651482.42881,110134995.76354,79519997.79423,60207207.452589996,56671964.358890004,73425467.53441,33770215.46966001,49027712.872590005,33989948.0587,32301758.39658,31646069.07357,4340722.795419999,15951074.99147
2022-01,134312238.75734,120921328.35458001,78806658.39772,58896763.094510004,63239584.82117001,72346435.00161,35788004.79381,49137168.1887,32507699.38323,32524750.9639,31511271.3142,4301579.41803,15840516.711760001
2022-02,139048892.22832,109491954.54011,83567380.14865,62125538.80593,62657158.62566999,75516582.19668,35650530.614760004,44025141.488230005,32212166.18332,32410464.89051,30631608.57733,4138103.8401599997,15964753.49448
2022-03,137572202.16439,104154455.03533,85856683.02164,66452395.02165001,65697643.930029996,80208739.40789,36420144.930369996,39532322.01743,32396708.83607,32560763.589900002,29728842.37358,3436142.1884000003,16596939.90175
2022-04,144274292.48360997,106122580.95228,88038330.71344,66071430.809590004,67544941.09646,80505540.62812999,39739909.21382,40149522.50428,32546407.477269996,33020662.01184,30651824.97544,3747663.4068000005,16155725.012579998
2022-05,145378066.20233,106496729.97394,89486399.01280999,65705740.8226,66567783.618120015,80302216.75421001,39049856.321,37639010.89671,33974043.699329995,33843243.97758,30776426.21292,3977605.4436,16759178.13598
2022-06,148240165.15913,109916178.87801,91476761.32767,64682088.1682,64285519.85272001,80400876.74834,38081798.56348,36365570.88978,33987404.35274,33672420.30433,30370055.831770003,3387903.78123,17356999.018549997
2022-07,162284153.69825998,116781509.53909999,101276189.2181,70613210.63690001,70827945.28833,86441307.29364,44546209.44885,39661103.88656,36278430.78656,35793451.429419994,31284066.04077,3382204.17738,18171492.336179998
2022-08,158187960.1113,114992518.89224002,100962400.04683001,72421504.21657,71339717.47416,87115684.22971,46295848.52868,39338752.30038,37916725.48584,36181758.41991,30700404.0809,3498507.53139,18801718.330620002
2022-09,163298878.16836998,118542986.87712,100815880.56478,78254434.79125999,71458240.21831,87201611.6822,48103055.606759995,41031040.897369996,37322529.22772,35903908.50439,30008687.673979998,3722049.8059300003,20286333.18697
2022-10,169193492.4647,123817595.23659,106487152.98882,81072383.53185001,73362782.66304001,92781008.28507,51835643.68321,42963293.17976,38818606.48910999,36176136.63768,30411131.18302,3469699.50146,20377257.70344
2022-11,176110653.85202003,125366551.46839999,106513295.45543,85248199.89927,75154818.57112001,97612810.49726999,53914486.261769995,46044810.87096,39884574.18679,36411603.55455001,30748779.585240003,3564509.81099,21321763.634460002
2022-12,187290030.47866,127791944.34312001,113072946.86456,95220717.84483,79245229.09144,100416887.52635999,52198493.211670004,49655164.79508,41619657.38385,36552409.92399,32413600.46296,3934821.5702500003,22072445.27729
2023-01,188670725.42472,127843757.10499,114267252.90289,93099100.35741,81029187.35808,101364676.98321,55465652.70705,47277759.603750005,42532651.8409,36834125.748749994,31750675.3071,4069181.9154499997,23142458.29454
2023-02,190214931.40297,126981496.2105,116802518.92733999,95724631.84081998,86045834.92471,97864481.02020001,58676980.57807999,50250418.571329996,42239391.676989995,37035488.044489995,32021323.628960002,4304658.269069999,24148182.77273
2023-03,184303689.07911,125321935.64822,119513893.21256001,97958950.10313,92905019.04594,103981028.70621,59993458.646680005,50736231.71482,43856251.36712,37784681.16454,33682260.52915,4602107.29895,23927839.74002
2023-04,191455603.44124,128576984.82842001,129812504.71449,101030723.45542,93392254.52893001,108367392.88292,57685693.566589996,52083801.21311999,45498740.53772,38324661.83997,34427827.79717,3910218.1341,24166058.95751
2023-05,184200274.05228,131956452.18873,132160651.97032,100240406.21136001,96744837.50489,103327424.79615001,61483082.31427,55058789.219459996,46854056.01113,39205271.99856,36063326.05176,4063017.74415,24694745.282449998
2023-06,187426793.51198,137657339.37212,138147496.62741,101700907.40903999,100915637.30612,102593138.95054999,60965253.50262,59638331.41559,48450639.46631,39095662.47862,36472869.225829996,4584401.226009999,25327807.23215
2023-07,193923389.12377,143716766.47097,142382553.92547,102995590.06555,101438065.25958,103530147.35375999,62174227.577489994,60719905.89595,50123982.88816,40416501.16016,37723591.91964,4491545.730629999,25180112.775640003
2023-08,195037504.31527,145029213.73920998,140602521.71578,104224442.75586,101149391.44913,102694200.60176,65622074.49231999,56426925.6136,52054276.99086,39737886.15984,38260608.81618,4111603.28853,25596522.876069997
2023-09,196352014.21639,145751639.60062,137397115.96493998,107572479.60787,100365221.10966,103135106.72097,69149529.81242001,52648246.953940004,51498091.536350004,39773146.97659,35868786.879480004,4058123.00803,26496036.525879998
2023-10,194436266.8538,147681699.04767,134549461.21936998,109798919.77192,105617456.88935,108562675.20674999,67345747.32234,53931669.240789995,51859308.159200005,39666713.72472,34435167.457150005,4219194.61476,26713793.7458
2023-11,197837927.13371,152667901.64231,139453880.58437,112473347.8801,103072437.81694,106380055.66071,71502207.16376,55182518.64721,53070624.22048999,39651659.593770005,34918644.19205,4234310.44157,27628774.864439998
2023-12,203552185.14411998,162546565.13231,146583749.40042,127159475.75417002,111086018.89543,111011180.56697999,68945978.37825,58247317.26579,58818708.39104,40811402.23236,37423554.179,4354405.1225000005,28165761.951070003
2024-01,207941863.76147002,158861363.85627,148079268.08569,119697841.44895999,113854774.04767999,111291185.12854001,70121395.03422,57719735.691709995,56229636.07021999,41503201.428289995,36669050.603750005,4306961.83148,27366892.84822
2024-02,212149624.20099002,163011158.58827,151159987.23623,121345459.57233,117497901.52943,111561819.82976,71294269.3521,56889301.50344,56553969.319529995,41955662.36902,38465381.45798,4239464.1659200005,28183753.554939996
2024-03,210105097.11609,165721315.80895,154838408.49914,125290201.36808,119178035.02794,112258771.89698999,71100499.08158,57539301.52797,57359299.769370005,41551202.70295,36410588.931719996,3691863.9367899997,27864883.54452
2024-04,212191771.07569,169805811.04773998,164239464.63598996,127197889.50137,120752871.64763,112478327.1368,73625413.50764999,58207955.07045,57787680.83465,42275983.91117,36793616.41052,3735624.86387,27872242.841749996
2024-05,216976319.12758,169921670.82813,166470403.33993,128726667.7758,115447119.52433,112653238.30321999,77785228.03144999,59346575.3666,57937394.029709995,42669443.55865,35823023.20068,4093011.9485899997,29151887.19472
